words,GT,category
"Aligning with best-in-class green building practices for: Indoor air quality Clean water Thermal comfort Lighting comfort Acoustics comfort Waste minimisation and circularity Biodiversity and Environmental Impact Assessments Universal design Access to greenery and nature Physical activity and community spaces Responsible environmental behaviours 3S Green Building Framework Introduced in 2020, the CDL Smart, Sustainable and Super Low Carbon (3S) Green Building Framework is a key enabler founded on two critical drivers innovation and digitalisation to support CDLs business growth and transition to net zero operation.",0,re
References to CDLs Integrated Sustainability Report 2022 have been made to provide further details.,0,re
"It will then review its mitigation and adaptation plans, identify opportunities, in alignment with CapitaLands 2030 Sustainability Master Plan, which is designed to build resilience throughout its operations and future-proof CLI Groups real estate portfolio to guard against climate change risks and to avoid premature obsolescence and adopt available opportunities.",0,re
"Based on the Nomination and Compensation Committees work, the Supervisory Board then sets the compensation policy to be put to the vote at Klpierres next General Meeting.",0,re
"The gender policy is underpinned by two diversity targets defined by the Executive Board, which are to be met over the short-and medium-term, and includes a dedicated action plan.",0,re
Were proud of the support were providing our customers in achieving their sustainability goals.,0,re
"The Award challenges artists to turn residual waste into a sculpture that reflects a nation that is progressive, forward-looking and sustainable.",0,re
"In 2021, 99% of residential projects obtained NF quality certification and 41% obtained an environmental label or certification (NF HQE and/ or Sustainable Building).",0,re
"In 2021, close to 100 management and operation staff of CDL Group attended a virtual Corporate Sustainability Workshop on supply chain risks and climate risks conducted by external consultants.",0,re
"Developing sustainable mobility solutions Transport accounts for one-quarter of the average carbon footprint of a French person, with cars responsible for two-thirds of that total.",0,re
