words,category
"This helps revitalize the organization and ensure Nissan(cid:96)s sustainability, which will contribute SDGs.",auto
Our aim is to contribute to sustainable economic growth by creating new business models that help deliver decarbonization while taking care of vulnerable members of society.,auto
"A: We are now in the second year of the NISSAN NEXT business transformation plan, which is intended to revive the business to deliver sustainable growth for the next decade.",auto
We have initiated several projects that demonstrate the crucial role we play creating sustainable cities and communities.,auto
"Our challenger spirit and an innovating mindset combined with our deep-rooted commitment to sustainability, dives our determination to create distinctive and innovative products and services that inspire our customers and provide real social value.",auto
"Our strategy Our sustainability strategy, Nissan Sustainability 2022 (NS2022), sets a clear long-term vision and goals for the period of 2018 to 2022 identifying our priorities around Environmental, Social and Governance topics.",auto
Evolution toward carbon neutrality and beyond At the heart of our strategy is Nissan(cid:96)s commitment to reduce our environmental impact and dependence to a sustainable level.,auto
"Through our midterm environmental action plan, Nissan Green Program, we have increased our efforts to resolve most material issues and pursuing several identified areas to address sustainability agenda since 2002.",auto
"While important, our sustainability initiatives are not limited to achieving carbon neutrality by pursuing further innovations in electrification and manufacturing technology.",auto
"Executive commitment to ESG To further integrate sustainability into our strategy and operations, the Global Sustainability Steering Committee, which I chair, conducts regular reviews of progress and priorities of our NS2022 considering the evolving ESG trends that are affecting the world and us.",auto
"To further embed sustainability into our business strategy, Nissan includes sustainability indicators into the performance evaluation of its senior management, including executive officers.",auto
Our intention is to promote sustainability within the organization as well as contribute to the society driving towards safe and smart electrified mobility.,auto
"As Chief Sustainability Officer, I will always look for ways for Nissan to contribute more to society, to build a resilient strategy, to ensure proactive risk management and maintain a close dialogue with our stakeholders to ensure we take into account the issues that are material to them.",auto
I will continue driving the company(cid:96)s sustainability strategy to make sure that Nissan delivers sustainable growth over the long term and remains an integral part of society that people can rely on.,auto
"To contribute to the resolution of global climate change issues, Nissan formulated a long-term vision based on the 2(cid:707)C scenario in the 2006 Intergovernmental Panel on Climate Change (IPCC) report, achieving sustainable success through the steady achievement of retroactive milestones.",auto
"Building Communities with a Sustainable Future To realize carbon neutrality and provide mobility services with a sustainable future, Nissan is making efforts to utilize Nissan innovations for the enrichment of people in the local community.",auto
"In recovering, from the Great East Japan Earthquake the overall goal is to help develop a revitalized, resilient and sustainable low-carbon community.",auto
"Nissan Intelligent Factory will contribute to further CO2 reductions through making production operations more flexible, efficient and sustainable.",auto
"We will continue to promote efficient and sustainable use of resources, including the use of renewable resources and recyclable materials.",auto
"Nissan agreed not to seek compensation nor asset any patent, utility model, design or copyright claim against any activities aimed at combatting the pandemic.",auto
The Compensation Committee determines compensation and other details for individuals based on policies regarding the determination of Board member and executive officer compensation.,auto
"A new stock compensation system (transfer-restricted stock units) was also introduced, while directors contributed to medium-to long-term business performance and raised motivation, incorporating mechanisms that seek compensation for the Company in the event of fraudulent or illegal activities.",auto
"Now that Nissan is realigning itself on a growth trajectory, we will continue fulfilling our responsibilities as Directors to enable further contributions promoting societal and corporate developments(cid:138)and above all(cid:138)sustainability.",auto
"The Alliance Quick Guide For Investors SUSTAINABILITY AT NISSAN GRI102-11 GRI102-12 GRI102-15 GRI102-16 GRI102-47 GRI103-1 GRI103-2 GRI103-3 SUSTAINABILITY STRATEGY Sustainability at Nissan To fulfill the corporate purpose of ""Driving innovation to enrich people's lives"", Nissan, as a company worthy of trust, provides unique and innovative automotive products and services that deliver superior value to all stakeholders.",auto
"Nissan is committed to all stakeholders including customers, shareholders, employees and the communities where it does business and contributing to the development of society, through the realization of cleaner, safer and more sustainable mobility as well as the provision of related services.",auto
"Corporate Purpose Driving innovation to enrich people's lives Societal Issues Analysis and Identification of Key Issues At Nissan, top management regularly discuss key societal and environmental themes in order to determine which key issues Nissan and all its Group companies should address as both a global corporation and an automobile manufacturer, and then ensure that the results are reflected in its sustainability strategy.",auto
"Nissan also reviews key issues in light of the latest trends, including stakeholder concerns and interests along with technological innovations, and incorporates them into the formulation of its sustainability strategy.",auto
"Additionally, since fiscal 2020, we have responded to the COVID-19 outbreak as part of Nissan(cid:96)s sustainability strategy.",auto
"In accordance with this declaration, Nissan will not seek compensation, nor assert any patent, utility model, design or copyright against any activities whose purpose is to prevent the spread of COVID-19.",auto
"The Alliance Quick Guide For Investors Selecting Key Report Themes To share the company(cid:96)s sustainability activities and the thinking behind them to as broad an audience as possible, each year Nissan publishes a Sustainability Report.",auto
"For specific examples of dialogue with stakeholders, please refer to the company(cid:96)s sustainability strategy section.",auto
"The Alliance Quick Guide For Investors GRI102-11 GRI102-26 GRI102-27 GRI102-28 GRI102-31 GRI102-32 GRI102-36 GRI103-2 GRI103-3 INTERNAL EFFORTS TO PROMOTE SUSTAINABILITY Company-wide management of specific activities under Nissan(cid:96)s sustainability strategy, from setting goals to monitoring progress, is the responsibility of the Global Sustainability Steering Committee chaired by the company(cid:96)s Chief Sustainability Officer (CSO).",auto
"Nissan implements the PDCA (plan, do, check, act) cycle in pursuit of improved sustainability performance.",auto
Sustainability Decision-Making Process Executive Committee Proposals/reports Decisions Global Sustainability Steering Committee Chairperson Chief Sustainability Ofcer Representatives from sustainability strategy-related functions at Global Headquarters and regional ofces Executives(cid:96) roles on sustainability and its performance assessment Top managements including executive officers are expected to create corporate and social value to realize Corporate purpose (cid:108)Driving innovation to enrich people(cid:96)s lives(cid:122).,auto
