sentence,page,company,keyword(s),relevant,scale
"Continue ""as is"" Work to influence the authorities, suppliers and the industry in general with the aim of increasing reuse in all projects and thus reduce embodied carbon in properties and projects The reqirements in the EU taxonomy will be finalised in 2021.",17,Entra,['supplier'],TRUE,1
Entra will also initiate requirements in its own operations similar to requirements made to our suppliers and partners.,20,Entra,['supplier'],FALSE,0
"When evaluating new initiatives, Entra will seek partners and suppliers with common objectives and targets.",20,Entra,['supplier'],FALSE,0
Entras value chain is broad and imposes significant requirements regarding relevant experience and expertise.,22,Entra,['value chain'],FALSE,0
"Health, Safety and Environment (HSE) HSE work is central to Entra in all parts of the value chain.",24,Entra,['value chain'],FALSE,0
"The reporting of incidents is important in order to improve, and at the same time increase awareness internally among Entras employees, suppliers and customers.",24,Entra,['supplier'],FALSE,0
"Special requirements have been defined for the Groups suppliers in the document Socially Responsible Procurement, and a supplier verification process is conducted each year to ensure that the Groups suppliers are familiar with and adhere to the contractual conditions.",33,Entra,['supplier'],FALSE,0
"Entra aims to be a responsible purchaser in all parts of the value chain and has established a set of processes and routines for procurement that include requirements on documentation, role/work division (dualism) and equal treatment of suppliers through competition.",38,Entra,"['supplier', 'value chain']",FALSE,0
Entra also uses large facility services suppliers for facility operations.,38,Entra,['supplier'],FALSE,0
Entra continuously monitors the suppliers within its supplier base to ensure that the company only does business with serious counterparties.,38,Entra,['supplier'],FALSE,0
Entra has established procedures to ensure that Entra only uses qualified suppliers.,38,Entra,['supplier'],FALSE,0
Entra has identified suppliers that perform work on Entras construction sites and facility services vendors as highrisk suppliers within social responsibility and followup this sector accordingly.,38,Entra,['supplier'],FALSE,0
Entra has signed framework agreements with its largest suppliers to minimize risk and follow up suppliers.,38,Entra,['supplier'],FALSE,0
Entra performs risk assessments for its entire value chain and facilitates action plans to reduce any identified risk.,38,Entra,['value chain'],FALSE,0
Entras fundamental procurement principle is to achieve the best possible total result through competition and supplier management.,38,Entra,['supplier'],FALSE,0
"In property management, the largest suppliers deliver maintenance works within building/refurbishment, electrical, HVAC and plumbing.",38,Entra,['supplier'],FALSE,0
"Sustainability in the supply chain The construction and real estate industry in which Entra operates faces serious challenges related to Corporate Social Responsibility (CSR), business crime and labour rights.",38,Entra,['supply chain'],FALSE,0
The main suppliers are the largest construction companies in Norway and their subcontractors.,38,Entra,['supplier'],FALSE,0
"An annual audit plan for Entras operations and especially the property portfolio is prepared based on risks evaluated on the following: Project/property/supplier size and complexity Contract conditions, contract model and vendor selection The results of changes, previously conducted audits and controls Project organisation Start and lifetime of the project There are no set criteria for the number of audits to be performed each year, although there is typically a correlation with the number of projects in the portfolio.",39,Entra,['supplier'],FALSE,0
"Checks whether construction suppliers are registered in the StartBank qualification system Checks to determine if cleaning vendors are listed in the regulatory register for cleaning companies Supplier Management Programme Since 2015, Entra has invited master agreement suppliers to annual meetings to discuss developing a common approach to the challenges faced by the industry (including HSE).",39,Entra,['supplier'],FALSE,0
During 2020 seven (7) supplier audits were carried out.,39,Entra,['supplier'],FALSE,0
Entra has therefore increased the supplier management focus towards these subcontractors.,39,Entra,['supplier'],FALSE,0
